Constituency,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,%_of_Votes,Tot_Constituency_votes_polled,Tot_votes_by_parties,Winning_votes,Win_Lost_Flag
Saltora,Amit Menon,Bharatiya Janata Party,58221,588,58809,30.22,194621,58809,60063,False
Saltora,Rahul Singh,None of the Above,18655,188,18843,9.68,194621,18843,60063,False
Saltora,Ramesh Sharma,All India Trinamool Congress,13779,139,13918,7.15,194621,13918,60063,False
Saltora,Sanjay Bora,Communist Party of India (Marxist),6854,69,6923,3.56,194621,6923,60063,False
Saltora,Priya Gogoi,Independent,2312,23,2335,1.2,194621,2335,60063,False
Chhatna,Suresh Sharma,All India Trinamool Congress,112716,1138,113854,48.79,233333,113854,113854,True
Chhatna,Anjali Nair,Bharatiya Janata Party,55974,565,56539,24.23,233333,56539,113854,False
Chhatna,Kavita Patel,Indian National Congress,24273,245,24518,10.51,233333,24518,113854,False
Chhatna,Anjali Nair,Communist Party of India (Marxist),18689,188,18877,8.09,233333,18877,113854,False
Chhatna,Anjali Das,None of the Above,7200,72,7272,3.12,233333,7272,113854,False
Chhatna,Ramesh Das,Independent,3600,36,3636,1.56,233333,3636,113854,False
Ranibandh,Priya Reddy,Indian National Congress,55941,565,56506,31.48,179508,56506,56506,True
Ranibandh,Suresh Singh,Communist Party of India (Marxist),33652,339,33991,18.94,179508,33991,56506,False
Ranibandh,Sunil Patel,All India Trinamool Congress,28979,292,29271,16.31,179508,29271,56506,False
Ranibandh,Amit Menon,Bharatiya Janata Party,16867,170,17037,9.49,179508,17037,56506,False
Ranibandh,Anita Singh,None of the Above,14804,149,14953,8.33,179508,14953,56506,False
Ranibandh,Sunil Singh,Independent,4764,48,4812,2.68,179508,4812,56506,False
Raipur  Bankura,Deepa Singh,All India Trinamool Congress,71456,721,72177,43.8,164782,72177,72177,True
Raipur  Bankura,Kavita Reddy,Indian National Congress,23647,238,23885,14.49,164782,23885,72177,False
Raipur  Bankura,Priya Sharma,None of the Above,22994,232,23226,14.09,164782,23226,72177,False
Raipur  Bankura,Rahul Patel,Communist Party of India (Marxist),10073,101,10174,6.17,164782,10174,72177,False
Raipur  Bankura,Suresh Roy,Bharatiya Janata Party,4610,46,4656,2.83,164782,4656,72177,False
Raipur  Bankura,Deepa Bora,Independent,2782,28,2810,1.71,164782,2810,72177,False
Taldangra,Deepa Nair,Bharatiya Janata Party,61065,616,61681,37.24,165634,61681,61681,True
Taldangra,Suresh Bora,All India Trinamool Congress,38138,385,38523,23.26,165634,38523,61681,False
Taldangra,Anita Sharma,Indian National Congress,21842,220,22062,13.32,165634,22062,61681,False
Taldangra,Ramesh Sen,None of the Above,9009,91,9100,5.49,165634,9100,61681,False
Taldangra,Manoj Sharma,Communist Party of India (Marxist),6198,62,6260,3.78,165634,6260,61681,False
Taldangra,Suresh Kumar,Independent,4014,40,4054,2.45,165634,4054,61681,False
Bankura,Ramesh Nair,All India Trinamool Congress,59784,603,60387,36.03,167615,60387,60387,True
Bankura,Rahul Reddy,Bharatiya Janata Party,32676,330,33006,19.69,167615,33006,60387,False
Bankura,Priya Menon,None of the Above,16456,166,16622,9.92,167615,16622,60387,False
Bankura,Deepa Reddy,Indian National Congress,14353,144,14497,8.65,167615,14497,60387,False
Bankura,Kavita Menon,Communist Party of India (Marxist),12565,126,12691,7.57,167615,12691,60387,False
Bankura,Sanjay Kumar,Independent,4255,42,4297,2.56,167615,4297,60387,False
Barjora,Priya Menon,Bharatiya Janata Party,75509,762,76271,32.43,235163,76271,76271,True
Barjora,Suresh Reddy,Communist Party of India (Marxist),49096,495,49591,21.09,235163,49591,76271,False
Barjora,Amit Das,All India Trinamool Congress,26023,262,26285,11.18,235163,26285,76271,False
Barjora,Suresh Gogoi,None of the Above,21750,219,21969,9.34,235163,21969,76271,False
Barjora,Manoj Bora,Indian National Congress,19487,196,19683,8.37,235163,19683,76271,False
Barjora,Rahul Nair,Independent,2198,22,2220,0.94,235163,2220,76271,False
Onda,Sanjay Roy,All India Trinamool Congress,82811,836,83647,43.02,194455,83647,83647,True
Onda,Manoj Das,Bharatiya Janata Party,36329,366,36695,18.87,194455,36695,83647,False
Onda,Sanjay Bora,Indian National Congress,25577,258,25835,13.29,194455,25835,83647,False
Onda,Amit Kumar,Independent,4809,48,4857,2.5,194455,4857,83647,False
Onda,Rahul Patel,Communist Party of India (Marxist),2718,27,2745,1.41,194455,2745,83647,False
Onda,Sunil Das,None of the Above,736,7,743,0.38,194455,743,83647,False
Bishnupur  Bankura,Anjali Nair,Bharatiya Janata Party,53383,539,53922,23.52,229268,53922,53922,True
Bishnupur  Bankura,Sanjay Sen,All India Trinamool Congress,11934,120,12054,5.26,229268,12054,53922,False
Bishnupur  Bankura,Anita Nair,Indian National Congress,9584,96,9680,4.22,229268,9680,53922,False
Bishnupur  Bankura,Anjali Sen,None of the Above,8977,90,9067,3.95,229268,9067,53922,False
Bishnupur  Bankura,Sunil Das,Communist Party of India (Marxist),6861,69,6930,3.02,229268,6930,53922,False
Bishnupur  Bankura,Anita Bora,Independent,4109,41,4150,1.81,229268,4150,53922,False
Katulpur,Kavita Gogoi,All India Trinamool Congress,46256,467,46723,20.81,224546,46723,46723,True
Katulpur,Sanjay Reddy,Indian National Congress,32603,329,32932,14.67,224546,32932,46723,False
Katulpur,Rahul Gogoi,None of the Above,30676,309,30985,13.8,224546,30985,46723,False
Katulpur,Sunil Sen,Bharatiya Janata Party,24207,244,24451,10.89,224546,24451,46723,False
Katulpur,Rahul Nair,Communist Party of India (Marxist),2314,23,2337,1.04,224546,2337,46723,False
Katulpur,Rahul Singh,Independent,1186,11,1197,0.53,224546,1197,46723,False
Indas,Kavita Gogoi,Communist Party of India (Marxist),58536,591,59127,25.31,233602,59127,59127,True
Indas,Manoj Nair,Bharatiya Janata Party,46612,470,47082,20.15,233602,47082,59127,False
Indas,Deepa Sharma,All India Trinamool Congress,33942,342,34284,14.68,233602,34284,59127,False
Indas,Sunil Patel,Indian National Congress,31649,319,31968,13.68,233602,31968,59127,False
Indas,Rahul Sen,None of the Above,9261,93,9354,4.0,233602,9354,59127,False
Indas,Manoj Bora,Independent,1847,18,1865,0.8,233602,1865,59127,False
Sonamukhi,Anjali Menon,All India Trinamool Congress,86522,873,87395,37.22,234809,87395,87395,True
Sonamukhi,Sunil Menon,Bharatiya Janata Party,40213,406,40619,17.3,234809,40619,87395,False
Sonamukhi,Sunil Kumar,Indian National Congress,36581,369,36950,15.74,234809,36950,87395,False
Sonamukhi,Priya Menon,None of the Above,27440,277,27717,11.8,234809,27717,87395,False
Sonamukhi,Sunil Gogoi,Independent,2567,25,2592,1.1,234809,2592,87395,False
Sonamukhi,Sanjay Das,Communist Party of India (Marxist),423,4,427,0.18,234809,427,87395,False
Khandaghosh,Ramesh Menon,All India Trinamool Congress,79866,806,80672,38.42,209980,80672,80672,True
Khandaghosh,Suresh Nair,Bharatiya Janata Party,42304,427,42731,20.35,209980,42731,80672,False
Khandaghosh,Kavita Sen,Communist Party of India (Marxist),26112,263,26375,12.56,209980,26375,80672,False
Khandaghosh,Kavita Gogoi,Indian National Congress,25859,261,26120,12.44,209980,26120,80672,False
Khandaghosh,Suresh Reddy,None of the Above,2304,23,2327,1.11,209980,2327,80672,False
Khandaghosh,Anita Reddy,Independent,1951,19,1970,0.94,209980,1970,80672,False
Burdwan Dakshin,Deepa Patel,All India Trinamool Congress,105091,1061,106152,44.67,237649,106152,106152,True
Burdwan Dakshin,Deepa Sen,Communist Party of India (Marxist),31837,321,32158,13.53,237649,32158,106152,False
Burdwan Dakshin,Priya Gogoi,Indian National Congress,25520,257,25777,10.85,237649,25777,106152,False
Burdwan Dakshin,Amit Gogoi,Bharatiya Janata Party,12760,128,12888,5.42,237649,12888,106152,False
Burdwan Dakshin,Rahul Roy,None of the Above,2996,30,3026,1.27,237649,3026,106152,False
Burdwan Dakshin,Priya Reddy,Independent,1862,18,1880,0.79,237649,1880,106152,False
Raina,Sanjay Nair,All India Trinamool Congress,74192,749,74941,40.48,185137,74941,74941,True
Raina,Amit Nair,Indian National Congress,33981,343,34324,18.54,185137,34324,74941,False
Raina,Anita Singh,Communist Party of India (Marxist),22986,232,23218,12.54,185137,23218,74941,False
Raina,Manoj Sen,Bharatiya Janata Party,21275,214,21489,11.61,185137,21489,74941,False
Raina,Rahul Nair,None of the Above,9247,93,9340,5.04,185137,9340,74941,False
Raina,Manoj Sharma,Independent,3382,34,3416,1.85,185137,3416,74941,False
Jamalpur,Sunil Patel,Bharatiya Janata Party,72571,733,73304,32.97,222335,73304,73304,True
Jamalpur,Anjali Singh,None of the Above,20265,204,20469,9.21,222335,20469,73304,False
Jamalpur,Anjali Gogoi,Communist Party of India (Marxist),18314,184,18498,8.32,222335,18498,73304,False
Jamalpur,Amit Patel,Indian National Congress,8894,89,8983,4.04,222335,8983,73304,False
Jamalpur,Ramesh Reddy,All India Trinamool Congress,7124,71,7195,3.24,222335,7195,73304,False
Jamalpur,Rahul Bora,Independent,2295,23,2318,1.04,222335,2318,73304,False
Manteswar,Rahul Kumar,All India Trinamool Congress,60307,609,60916,30.33,200843,60916,60916,True
Manteswar,Sanjay Reddy,Bharatiya Janata Party,57597,581,58178,28.97,200843,58178,60916,False
Manteswar,Amit Sen,Indian National Congress,37837,382,38219,19.03,200843,38219,60916,False
Manteswar,Sanjay Bora,Communist Party of India (Marxist),11345,114,11459,5.71,200843,11459,60916,False
Manteswar,Priya Nair,None of the Above,11321,114,11435,5.69,200843,11435,60916,False
Manteswar,Suresh Kumar,Independent,4207,42,4249,2.12,200843,4249,60916,False
Kalna,Priya Bora,All India Trinamool Congress,67449,681,68130,27.5,247771,68130,68130,True
Kalna,Rahul Bora,Bharatiya Janata Party,62964,636,63600,25.67,247771,63600,68130,False
Kalna,Anjali Menon,Communist Party of India (Marxist),22291,225,22516,9.09,247771,22516,68130,False
Kalna,Priya Kumar,Indian National Congress,18626,188,18814,7.59,247771,18814,68130,False
Kalna,Sanjay Bora,None of the Above,12068,121,12189,4.92,247771,12189,68130,False
Kalna,Manoj Bora,Independent,113,1,114,0.05,247771,114,68130,False
Memari,Anita Reddy,All India Trinamool Congress,83952,847,84799,47.36,179067,84799,84799,True
Memari,Rahul Bora,Indian National Congress,30393,306,30699,17.14,179067,30699,84799,False
Memari,Rahul Reddy,Bharatiya Janata Party,19953,201,20154,11.26,179067,20154,84799,False
Memari,Priya Roy,Communist Party of India (Marxist),11670,117,11787,6.58,179067,11787,84799,False
Memari,Anita Kumar,None of the Above,9673,97,9770,5.46,179067,9770,84799,False
Memari,Kavita Patel,Independent,2215,22,2237,1.25,179067,2237,84799,False
Burdwan Uttar,Rahul Das,All India Trinamool Congress,69495,701,70196,33.05,212375,70196,70196,True
Burdwan Uttar,Ramesh Singh,None of the Above,41679,421,42100,19.82,212375,42100,70196,False
Burdwan Uttar,Sunil Bora,Bharatiya Janata Party,30306,306,30612,14.41,212375,30612,70196,False
Burdwan Uttar,Sunil Patel,Communist Party of India (Marxist),20307,205,20512,9.66,212375,20512,70196,False
Burdwan Uttar,Manoj Bora,Indian National Congress,4740,47,4787,2.25,212375,4787,70196,False
Burdwan Uttar,Kavita Sharma,Independent,1714,17,1731,0.82,212375,1731,70196,False
Bhatar,Sanjay Singh,All India Trinamool Congress,76913,776,77689,39.08,198809,77689,77689,True
Bhatar,Ramesh Gogoi,Bharatiya Janata Party,50211,507,50718,25.51,198809,50718,77689,False
Bhatar,Deepa Patel,None of the Above,21651,218,21869,11.0,198809,21869,77689,False
Bhatar,Anjali Gogoi,Communist Party of India (Marxist),11648,117,11765,5.92,198809,11765,77689,False
Bhatar,Suresh Das,Independent,2855,28,2883,1.45,198809,2883,77689,False
Bhatar,Manoj Patel,Indian National Congress,1003,10,1013,0.51,198809,1013,77689,False
Purbasthali Dakshin,Sunil Patel,All India Trinamool Congress,87582,884,88466,39.46,224181,88466,88466,True
Purbasthali Dakshin,Manoj Singh,Bharatiya Janata Party,46294,467,46761,20.86,224181,46761,88466,False
Purbasthali Dakshin,Deepa Menon,Indian National Congress,42992,434,43426,19.37,224181,43426,88466,False
Purbasthali Dakshin,Anjali Nair,Communist Party of India (Marxist),10683,107,10790,4.81,224181,10790,88466,False
Purbasthali Dakshin,Suresh Das,None of the Above,7086,71,7157,3.19,224181,7157,88466,False
Purbasthali Dakshin,Manoj Patel,Independent,3966,40,4006,1.79,224181,4006,88466,False
Purbasthali Uttar,Kavita Menon,All India Trinamool Congress,89504,904,90408,42.7,211729,90408,90408,True
Purbasthali Uttar,Anjali Kumar,Bharatiya Janata Party,34391,347,34738,16.41,211729,34738,90408,False
Purbasthali Uttar,Deepa Patel,None of the Above,32234,325,32559,15.38,211729,32559,90408,False
Purbasthali Uttar,Sanjay Sharma,Independent,2493,25,2518,1.19,211729,2518,90408,False
Purbasthali Uttar,Anita Sen,Communist Party of India (Marxist),2121,21,2142,1.01,211729,2142,90408,False
Purbasthali Uttar,Priya Kumar,Indian National Congress,449,4,453,0.21,211729,453,90408,False
Katwa,Priya Das,Bharatiya Janata Party,68055,687,68742,37.23,184656,68742,68742,True
Katwa,Kavita Menon,Indian National Congress,33574,339,33913,18.37,184656,33913,68742,False
Katwa,Sunil Patel,All India Trinamool Congress,20284,204,20488,11.1,184656,20488,68742,False
Katwa,Amit Reddy,None of the Above,3501,35,3536,1.91,184656,3536,68742,False
Katwa,Deepa Roy,Independent,3346,33,3379,1.83,184656,3379,68742,False
Katwa,Manoj Roy,Communist Party of India (Marxist),1481,14,1495,0.81,184656,1495,68742,False
Ketugram,Ramesh Singh,All India Trinamool Congress,66521,671,67192,39.73,169113,67192,67192,True
Ketugram,Amit Roy,Bharatiya Janata Party,47421,479,47900,28.32,169113,47900,67192,False
Ketugram,Rahul Das,Communist Party of India (Marxist),13464,136,13600,8.04,169113,13600,67192,False
Ketugram,Kavita Menon,Independent,3009,30,3039,1.8,169113,3039,67192,False
Ketugram,Rahul Singh,Indian National Congress,1532,15,1547,0.91,169113,1547,67192,False
Ketugram,Rahul Kumar,None of the Above,194,1,195,0.12,169113,195,67192,False
Mangalkot,Ramesh Bora,All India Trinamool Congress,74004,747,74751,48.69,153523,74751,74751,True
Mangalkot,Ramesh Sharma,Indian National Congress,21075,212,21287,13.87,153523,21287,74751,False
Mangalkot,Anita Sharma,Communist Party of India (Marxist),18267,184,18451,12.02,153523,18451,74751,False
Mangalkot,Amit Sen,None of the Above,14196,143,14339,9.34,153523,14339,74751,False
Mangalkot,Manoj Das,Independent,4841,48,4889,3.18,153523,4889,74751,False
Mangalkot,Rahul Menon,Bharatiya Janata Party,1212,12,1224,0.8,153523,1224,74751,False
Ausgram,Anita Sharma,Indian National Congress,38355,387,38742,22.31,173656,38742,38742,True
Ausgram,Amit Patel,Bharatiya Janata Party,35840,362,36202,20.85,173656,36202,38742,False
Ausgram,Rahul Roy,All India Trinamool Congress,26583,268,26851,15.46,173656,26851,38742,False
Ausgram,Deepa Das,None of the Above,20821,210,21031,12.11,173656,21031,38742,False
Ausgram,Rahul Reddy,Communist Party of India (Marxist),20723,209,20932,12.05,173656,20932,38742,False
Ausgram,Suresh Patel,Independent,554,5,559,0.32,173656,559,38742,False
Galsi,Priya Roy,Bharatiya Janata Party,72413,731,73144,35.18,207915,73144,73144,True
Galsi,Kavita Kumar,All India Trinamool Congress,21702,219,21921,10.54,207915,21921,73144,False
Galsi,Priya Das,Indian National Congress,20415,206,20621,9.92,207915,20621,73144,False
Galsi,Sanjay Patel,None of the Above,16930,171,17101,8.22,207915,17101,73144,False
Galsi,Deepa Reddy,Communist Party of India (Marxist),9408,95,9503,4.57,207915,9503,73144,False
Galsi,Manoj Sen,Independent,2419,24,2443,1.17,207915,2443,73144,False
Pandaveswar,Ramesh Sharma,All India Trinamool Congress,49429,499,49928,20.22,246949,49928,49928,True
Pandaveswar,Priya Nair,Bharatiya Janata Party,43498,439,43937,17.79,246949,43937,49928,False
Pandaveswar,Sanjay Menon,Communist Party of India (Marxist),42246,426,42672,17.28,246949,42672,49928,False
Pandaveswar,Deepa Nair,Indian National Congress,38099,384,38483,15.58,246949,38483,49928,False
Pandaveswar,Sunil Menon,None of the Above,26694,269,26963,10.92,246949,26963,49928,False
Pandaveswar,Amit Nair,Independent,1243,12,1255,0.51,246949,1255,49928,False
Durgapur Purba,Rahul Patel,All India Trinamool Congress,84582,854,85436,38.34,222826,85436,85436,True
Durgapur Purba,Suresh Sen,Bharatiya Janata Party,38859,392,39251,17.62,222826,39251,85436,False
Durgapur Purba,Ramesh Nair,None of the Above,35660,360,36020,16.17,222826,36020,85436,False
Durgapur Purba,Manoj Roy,Communist Party of India (Marxist),7541,76,7617,3.42,222826,7617,85436,False
Durgapur Purba,Priya Das,Indian National Congress,5151,52,5203,2.34,222826,5203,85436,False
Durgapur Purba,Manoj Sharma,Independent,2901,29,2930,1.31,222826,2930,85436,False
Durgapur Paschim,Manoj Kumar,All India Trinamool Congress,63747,643,64390,27.75,232046,64390,64390,True
Durgapur Paschim,Suresh Das,Indian National Congress,57458,580,58038,25.01,232046,58038,64390,False
Durgapur Paschim,Ramesh Das,Bharatiya Janata Party,47886,483,48369,20.84,232046,48369,64390,False
Durgapur Paschim,Anita Sen,Communist Party of India (Marxist),27829,281,28110,12.11,232046,28110,64390,False
Durgapur Paschim,Deepa Menon,Independent,3886,39,3925,1.69,232046,3925,64390,False
Durgapur Paschim,Rahul Menon,None of the Above,2673,27,2700,1.16,232046,2700,64390,False
Raniganj,Kavita Nair,Indian National Congress,65253,659,65912,40.05,164567,65912,65912,True
Raniganj,Kavita Kumar,Communist Party of India (Marxist),26928,272,27200,16.53,164567,27200,65912,False
Raniganj,Priya Sharma,All India Trinamool Congress,10138,102,10240,6.22,164567,10240,65912,False
Raniganj,Anita Sen,Bharatiya Janata Party,7884,79,7963,4.84,164567,7963,65912,False
Raniganj,Kavita Gogoi,None of the Above,7006,70,7076,4.3,164567,7076,65912,False
Raniganj,Ramesh Gogoi,Independent,1413,14,1427,0.87,164567,1427,65912,False
Jamuria,Anjali Bora,Bharatiya Janata Party,83441,842,84283,34.11,247085,84283,84283,True
Jamuria,Anjali Sharma,None of the Above,49622,501,50123,20.29,247085,50123,84283,False
Jamuria,Anjali Roy,Indian National Congress,39662,400,40062,16.21,247085,40062,84283,False
Jamuria,Sanjay Sharma,Communist Party of India (Marxist),11733,118,11851,4.8,247085,11851,84283,False
Jamuria,Rahul Menon,Independent,3374,34,3408,1.38,247085,3408,84283,False
Jamuria,Rahul Patel,All India Trinamool Congress,1731,17,1748,0.71,247085,1748,84283,False
Asansol Dakshin,Sanjay Reddy,Indian National Congress,73138,738,73876,38.07,194043,73876,73876,True
Asansol Dakshin,Suresh Das,Communist Party of India (Marxist),36878,372,37250,19.2,194043,37250,73876,False
Asansol Dakshin,Ramesh Menon,Bharatiya Janata Party,24091,243,24334,12.54,194043,24334,73876,False
Asansol Dakshin,Sanjay Nair,All India Trinamool Congress,11118,112,11230,5.79,194043,11230,73876,False
Asansol Dakshin,Priya Kumar,None of the Above,4370,44,4414,2.27,194043,4414,73876,False
Asansol Dakshin,Priya Nair,Independent,1123,11,1134,0.58,194043,1134,73876,False
Asansol Uttar,Manoj Das,Bharatiya Janata Party,67092,677,67769,27.27,248510,67769,67769,True
Asansol Uttar,Priya Gogoi,Communist Party of India (Marxist),44418,448,44866,18.05,248510,44866,67769,False
Asansol Uttar,Rahul Sen,Indian National Congress,17154,173,17327,6.97,248510,17327,67769,False
Asansol Uttar,Kavita Kumar,All India Trinamool Congress,12069,121,12190,4.91,248510,12190,67769,False
Asansol Uttar,Anita Das,None of the Above,7416,74,7490,3.01,248510,7490,67769,False
Asansol Uttar,Suresh Singh,Independent,345,3,348,0.14,248510,348,67769,False
Kulti,Ramesh Reddy,Indian National Congress,79074,798,79872,35.84,222878,79872,79872,True
Kulti,Anita Reddy,Bharatiya Janata Party,47842,483,48325,21.68,222878,48325,79872,False
Kulti,Deepa Menon,Communist Party of India (Marxist),27799,280,28079,12.6,222878,28079,79872,False
Kulti,Priya Das,All India Trinamool Congress,11152,112,11264,5.05,222878,11264,79872,False
Kulti,Rahul Reddy,None of the Above,545,5,550,0.25,222878,550,79872,False
Kulti,Suresh Menon,Independent,164,1,165,0.07,222878,165,79872,False
Barabani,Priya Sen,Bharatiya Janata Party,62653,632,63285,32.51,194684,63285,63285,True
Barabani,Deepa Reddy,All India Trinamool Congress,34270,346,34616,17.78,194684,34616,63285,False
Barabani,Sanjay Singh,Indian National Congress,22729,229,22958,11.79,194684,22958,63285,False
Barabani,Rahul Reddy,Communist Party of India (Marxist),20765,209,20974,10.77,194684,20974,63285,False
Barabani,Amit Roy,None of the Above,17812,179,17991,9.24,194684,17991,63285,False
Barabani,Rahul Bora,Independent,775,7,782,0.4,194684,782,63285,False
Dubrajpur,Amit Patel,All India Trinamool Congress,67216,678,67894,31.68,214305,67894,67894,True
Dubrajpur,Ramesh Patel,Communist Party of India (Marxist),37149,375,37524,17.51,214305,37524,67894,False
Dubrajpur,Anita Gogoi,Indian National Congress,23911,241,24152,11.27,214305,24152,67894,False
Dubrajpur,Kavita Gogoi,Bharatiya Janata Party,16495,166,16661,7.77,214305,16661,67894,False
Dubrajpur,Manoj Sen,Independent,4308,43,4351,2.03,214305,4351,67894,False
Dubrajpur,Ramesh Menon,None of the Above,3766,38,3804,1.78,214305,3804,67894,False
Suri,Ramesh Nair,Indian National Congress,64979,656,65635,29.35,223619,65635,65635,True
Suri,Manoj Das,Bharatiya Janata Party,48944,494,49438,22.11,223619,49438,65635,False
Suri,Amit Sen,None of the Above,26782,270,27052,12.1,223619,27052,65635,False
Suri,Rahul Singh,All India Trinamool Congress,22178,224,22402,10.02,223619,22402,65635,False
Suri,Amit Das,Communist Party of India (Marxist),11034,111,11145,4.98,223619,11145,65635,False
Suri,Anita Roy,Independent,4663,47,4710,2.11,223619,4710,65635,False
Bolpur,Sunil Patel,Communist Party of India (Marxist),42907,433,43340,28.79,150514,43340,43340,True
Bolpur,Ramesh Menon,Indian National Congress,35811,361,36172,24.03,150514,36172,43340,False
Bolpur,Kavita Patel,Bharatiya Janata Party,13639,137,13776,9.15,150514,13776,43340,False
Bolpur,Sanjay Singh,All India Trinamool Congress,13200,133,13333,8.86,150514,13333,43340,False
Bolpur,Manoj Sharma,None of the Above,7171,72,7243,4.81,150514,7243,43340,False
Bolpur,Manoj Kumar,Independent,2318,23,2341,1.56,150514,2341,43340,False
Nanoor,Suresh Roy,Bharatiya Janata Party,84186,850,85036,45.96,185013,85036,85036,True
Nanoor,Rahul Bora,Indian National Congress,42153,425,42578,23.01,185013,42578,85036,False
Nanoor,Rahul Roy,All India Trinamool Congress,8626,87,8713,4.71,185013,8713,85036,False
Nanoor,Manoj Singh,None of the Above,6955,70,7025,3.8,185013,7025,85036,False
Nanoor,Kavita Bora,Communist Party of India (Marxist),3543,35,3578,1.93,185013,3578,85036,False
Nanoor,Anita Roy,Independent,1686,17,1703,0.92,185013,1703,85036,False
Labhpur,Sunil Roy,Communist Party of India (Marxist),69173,698,69871,28.35,246433,69871,69871,True
Labhpur,Priya Gogoi,Bharatiya Janata Party,49062,495,49557,20.11,246433,49557,69871,False
Labhpur,Anita Das,Indian National Congress,27099,273,27372,11.11,246433,27372,69871,False
Labhpur,Manoj Bora,None of the Above,25456,257,25713,10.43,246433,25713,69871,False
Labhpur,Kavita Nair,All India Trinamool Congress,19448,196,19644,7.97,246433,19644,69871,False
Labhpur,Sanjay Kumar,Independent,3430,34,3464,1.41,246433,3464,69871,False
Sainthia,Suresh Kumar,All India Trinamool Congress,75049,758,75807,49.55,152990,75807,75807,True
Sainthia,Sunil Sen,Bharatiya Janata Party,18697,188,18885,12.34,152990,18885,75807,False
Sainthia,Rahul Menon,Indian National Congress,17742,179,17921,11.71,152990,17921,75807,False
Sainthia,Rahul Bora,Communist Party of India (Marxist),12771,129,12900,8.43,152990,12900,75807,False
Sainthia,Kavita Patel,None of the Above,6132,61,6193,4.05,152990,6193,75807,False
Sainthia,Manoj Das,Independent,1552,15,1567,1.02,152990,1567,75807,False
Mayureswar,Anjali Reddy,All India Trinamool Congress,51544,520,52064,32.67,159364,52064,52064,True
Mayureswar,Kavita Das,Communist Party of India (Marxist),35519,358,35877,22.51,159364,35877,52064,False
Mayureswar,Kavita Roy,Indian National Congress,20202,204,20406,12.8,159364,20406,52064,False
Mayureswar,Deepa Sharma,None of the Above,16466,166,16632,10.44,159364,16632,52064,False
Mayureswar,Anjali Sen,Bharatiya Janata Party,14247,143,14390,9.03,159364,14390,52064,False
Mayureswar,Kavita Bora,Independent,1864,18,1882,1.18,159364,1882,52064,False
Rampurhat,Rahul Bora,All India Trinamool Congress,69190,698,69888,38.42,181925,69888,69888,True
Rampurhat,Ramesh Patel,Indian National Congress,37140,375,37515,20.62,181925,37515,69888,False
Rampurhat,Suresh Kumar,Bharatiya Janata Party,18377,185,18562,10.2,181925,18562,69888,False
Rampurhat,Kavita Sharma,Communist Party of India (Marxist),15589,157,15746,8.66,181925,15746,69888,False
Rampurhat,Ramesh Patel,None of the Above,4908,49,4957,2.72,181925,4957,69888,False
Rampurhat,Kavita Roy,Independent,2466,24,2490,1.37,181925,2490,69888,False
Hansan,Sanjay Singh,None of the Above,48745,492,49237,25.2,195406,49237,49237,True
Hansan,Rahul Sen,Communist Party of India (Marxist),46179,466,46645,23.87,195406,46645,49237,False
Hansan,Manoj Gogoi,All India Trinamool Congress,22177,224,22401,11.46,195406,22401,49237,False
Hansan,Sanjay Reddy,Bharatiya Janata Party,17134,173,17307,8.86,195406,17307,49237,False
Hansan,Priya Kumar,Indian National Congress,3334,33,3367,1.72,195406,3367,49237,False
Hansan,Anita Sharma,Independent,2794,28,2822,1.44,195406,2822,49237,False
Nalhati,Manoj Patel,All India Trinamool Congress,93392,943,94335,43.27,218009,94335,94335,True
Nalhati,Sunil Nair,Communist Party of India (Marxist),34730,350,35080,16.09,218009,35080,94335,False
Nalhati,Anjali Gogoi,Bharatiya Janata Party,22287,225,22512,10.33,218009,22512,94335,False
Nalhati,Sanjay Nair,Indian National Congress,10978,110,11088,5.09,218009,11088,94335,False
Nalhati,Kavita Menon,None of the Above,6385,64,6449,2.96,218009,6449,94335,False
Nalhati,Ramesh Bora,Independent,2079,20,2099,0.96,218009,2099,94335,False
Murarai,Priya Das,Communist Party of India (Marxist),41096,415,41511,26.49,156715,41511,41511,True
Murarai,Sunil Nair,Indian National Congress,31654,319,31973,20.4,156715,31973,41511,False
Murarai,Anjali Bora,All India Trinamool Congress,25609,258,25867,16.51,156715,25867,41511,False
Murarai,Sunil Menon,Bharatiya Janata Party,4217,42,4259,2.72,156715,4259,41511,False
Murarai,Amit Nair,Independent,3281,33,3314,2.11,156715,3314,41511,False
Murarai,Rahul Patel,None of the Above,3227,32,3259,2.08,156715,3259,41511,False
Constituency_294,Anjali Sharma,All India Trinamool Congress,55643,562,56205,37.07,151600,56205,56205,True
Constituency_294,Manoj Gogoi,Bharatiya Janata Party,41518,419,41937,27.66,151600,41937,56205,False
Constituency_294,Suresh Kumar,Indian National Congress,10723,108,10831,7.14,151600,10831,56205,False
Constituency_294,Sanjay Gogoi,Communist Party of India (Marxist),10404,105,10509,6.93,151600,10509,56205,False
Constituency_294,Manoj Menon,None of the Above,3201,32,3233,2.13,151600,3233,56205,False
Constituency_294,Manoj Reddy,Independent,702,7,709,0.47,151600,709,56205,False
